택배를 열었을때 이렇게 터지고 찢어진 귤들이 1/3정도 였고 알맹이랑 껍질이 따로 노는 느낌? 속이 비어있는 느낌이에요. 상품 관리가 제대로 안 되어있네요.	재구매 믿고 구매했었는데 우연하게 유통기한을 봤더니 구매한 날짜이전에 유통기한 지난제품을 보냈내요 4봉지 구매했었는데 3봉지나 모르고 먹었네요 이거 어떻게 하실겁니까?, 구매날짜 20년2윌29일입니다 제조년도는 18년6월 1일입니다 연락바랍니다	5
정말 별로에요.. 고구마가 소주병보다 더커요..	배송개늦음 허러러로헐	5
두개다 같은 색상으로 선택했는데 색상이 약간 차이가 있고 모서리부분이 찍혀서 왔네요.	짝태가 너무 짜서 못먹을 정도인데 개인적으로 전화해서 교환을 요구했으나 거부당했네요 너무 실앙했어요 그동안 많은 거래를 했는데... 거래처를 바꾸었어요	5
땅에 묻었다가 주신건가요? 뭔 새제품이 이렇게 지저분하죠... 반품하고 이지가지 귀찮아서 그냥 닦아쓸게요	재구매 맛 괜찮고 한데. 갈비 시켜 먹다가 냉동 보관하다 냉장에 넣고 먹으려고 조니 통이 부풀어서 버렸어요. 고객센터는 나몰라라함	5
기존에 사용하던 제품은 아주 잘 사용하다가, 이번에 재구매를 하였습니다. 그런데 제품 성형이 잘못된것인지 사이즈가 맞지 않습니다..ㅠㅠ 바뀐건지 왜그런지는 모르겠는데.. 물통이 헐겁게 결속되고 쉽게빠져버리네요ㅜㅜ	타회사에꺼는 잘맞던만 이것은 생각보단 안맞네요	5
이건 캠핑용이 아닙니다!! 천정매립용 임!! 온오프 스위치가 없어 배터리를 뺏다 끼웠다 해야합니다!! 다른분은 절대 캠핑용 으로 구매 하지 마세요!!	저야아너다냐더도어여오도양노어여여도오아나져저더노도ㅕ젖ㅐ나너존요옿저냐조조더노오여오냐너도여오오ㅕ오도엉	5
받아보니 스크래치 장난아니에요.... 원래 이런건가요? 같이 주문한 다른것들은 괜찮은데 이 상품만 유독 스크래치가 심하네요.	세차돌리니깐 다 떨어져요 고무만 떨어지고 양면테이프는 남아서 테이프 떼는것도 진짜 고생스러웠어요...	5
생각한거랑 다르네요..다묻어나요	사용하기불편합니다.감각도잘모르겠고	5
별로네요..소비자 우롱하는것도 아니고.. 고구마 반토막난것도있고 썩은것도 있네요 상자 담을때 분명봤을텐데 양심가책 느끼십시오	아이패드는 거치하면 이렇게 내려가고ㅠ 진짜 개빡침 하,, 괜히 샀어요	5
입술 각질 부각되는 립에, 물만 마셔도 컵에 다 묻어나서 다시 발라줘야해요. 머지의 아이라이너 사용감이 좋아서 립도 시켜봤는데..저는 실패인 것 같습니다. 발색력은 좋아서, 입술 촉촉하신 분들한테는 좋을것 같아요.	어깨부분에 끈이 좀더 견고하게 제작되었으면좋겠음	5
렌즈가 깨끗하지않고 일체감 떨어짐	써봤는데 생각보다 잘떠요 지문도 잘찍히네요 한번더 붙이면 뜬다하시는데 처음 붙인필름은 한번더 안붙였는데도 양옆에 떠요	5
맛이 너무 없아요 ㅠㅠ	개빡침.. 받았는데 검은부분들이 다 끈적끈적. 본래 느낌이 이런가하고 옷걸었더니 .. 와.. 제품에 먼지도 많고.. 하얀옷에 검은거 다묻음 ㅡㅡ	5
먹는 음식이 아닌것같네요. 양초 맛이라 삼킬 수 없어요 안에 국물먹고 버려야합니다	거지같음 접착력 그지같음	5
개봉후 털어주었는데 털이 눈처럼 내려요, 타월을 터는 것을 멈추기 전까지 눈도 멈추지 않고 내려요 ㅜㅜ. 털빠짐 완전 심함. 버핑용으로 사용시 도장면에 털번벅!!	제품은 마음에 드는데 배송이...이사 때문에 빨리 받았어야하는데.. 배송이 너무 안와서 그사이 주소 변경했거니 거의 2주~3주는 걸린거 같네요. 택배 기다리는 사이 커버 안씌어서 잔기스 나고... 너무 속상합니다ㅠㅠ	5
핳터ㅏㅠ ㅣㅍ터ㅐㅗ ㅏㅎ	음;;; 저한테는 작아서 그런지 손을 올리거나하면 옷이 다 올라가요 ㅎ 어쨋든 편한데 불편;	5
하이 써포트라고 하는데 너무 받쳐주지 못해요	수영복에서 색소빠지길래 고객센터에 연락해서 교환을 받았어요 그래서 원래 받았던게 불량인가보다 했더니 또 색소가 빠져요 같이 넣어둔 수건이 염색 될 정도로 빠져요ㅡㅡ	5
분명히 게시판에는 테두리가 녹지 않는다고 되어있는데 오늘 감자탕 끓이다가 냄새가 나서 봤더니 테두리 고무가 타고 있네요ㅠㅠ 그을리기까지 했어요 환기시켜도 냄새가 안빠져요	사지마세요 조끼도 별로고요 경기도 군포에서 배송하는데 거의 일주일이 걸리네요 회사에 문의햇는데 박스가 무겁고 그래서 늦는다네요 박스크지도 않은데 참고로 저는 인천이에요	5
정말 별로에요 사장님은 초심을잃지 않아슴좋겠습니다	이게 알류미늄브라켓입니까?	5
배송은 빨랐는데... ㅇ마트에서 파는 'ㄱㅁ패드' 보다 얇아서 금방 갈아줘야해요. 재구입은 안 할 것 같네요 ㅠㅠ	냄새가 너무나서 아직 사용전입니다	5
재구매 처음보다 확실이 사이드도 작아지고. 벌레 먹은게 많더라구요 첫번째 두번째 까진 좋앗는데 아쉬워요	케찹이 마요네즈 너무얄게나와서 맛이없음..	5
불량을 보내주셨서 반품하기그래서 그냥 버려었요 제품꼼꼼히확인후 보내주세요	별로에요 추천안합니다	5
1+1 에 이가격이면겁나싼데하고오~좋아 하고주문했는데역시나.. 오자마자먹어봤는데이맛은ㅡㅡ 또야(우리집개님)주기도미안해서그냥패기처분..	음악 안나와서 수업준비중 당황 ㅠ 유에스비 없었음 어쩔뻔ㅠ	5
화면보다 실지로 받아보니 너무 마음에 안들어서 사놓고 입지도 않고 두고있네요	흰색인줄 알앗더니 아이보리색깔이네요 아쉬워요	5
톡톡 답장 절대 안하는 판매자 높이조절 된다해도 최소길이가 높아서 작은사이즈 턱도없음	재구매 요청사항에 50CM 나눠서 배송해달라고 했는데 크기가 너무 어이없게 이상하게 맞춘다고 너무 열받았네요... 아니 똑바로 재단을 하기 힘든건 알겠는데 적어도 50cm / 1m 이런거는 맞게 해주셔야 하는거 아닌가요 눈감고 재단을 했는지....	5
원단이 뻗뻗해서인지 걸을때마다 소리나고 안좋아요	위생상 실리콘이 괜찮을것 같아서 구매했는데..전혀 안딱히네요..버릴수도 없고 해서 변기솔 구매해서 같이 쓰고 있어요~변기솔이 손이 많이 가네요~ㅎㅎ	5
원단 베이색은 암막 약해요. 마감 참 아쉽네요.	전반적으로 허접하네요	5
잘 인식되는 하드도 이걸로 하면 하나도 인식안됨 윈도우가 구식인것도 아니고 반품하기 귀찮아서 그냥 평점만 남김	생각보다작고 조립이조잡해요	5
세군데나 깨져서 왔는데.. 당장 정리 할 곳이 없어서 그냥 씁니다~ 서랍안쪽이 깨지고 금가고...테이프로 붙였음 배송 문제는 아닌듯 ..확인 좀 하고 보내세요~	배송 너무느리네요ㅋ	5
배송정말 느리네요 언제오는지?	어다즈러ㅏㅈ추카주뤁나	5
분명 본문에는 플라스틱케이스라하는데, 배달온건 종이케이스입니다. 그리고 집에있는 다른 이어팟이랑 비교해봐도 선이 얇은게 확실히 보입니다. 환불예정입니다.	생각보다 답답하고 저한테는 크기도 잘 안맞고 귀에 걸리지도 않아서 괜히 산거같네요..	5
어제다이소에선 1000원ㅜ	포장상태 에러~~ 기분이별로네요	5
암것두 안들어가요 뭐가 들어가야지	필터 3종을 홈페이지에선 9,900원에 팔던데.. 싸구려 보틀을 만원에 주고산거 같아서 완전 손해봤음.	5
한달이상 사용했어요 사진보시고 판단하세요 한달이상인거지 일년이상 아닙니다 동일모델 동일색상 다른곳에서 주문해서 먼저 사용 하고 있었고 가격또한 비등한데 그건 멀쩡해요 용접이 허술한건지 반년도 안되었는데 이건좀 너무하지 않나요?	일본 내수용인 금고양이 제품은 아니고요. 코로노때문에 배송에 차질이 생길 줄 알았지만 정해진 예약기간 내 잘 받았습니다. 하지만 같이 구매한 제품과 달리 본드 자국이나 도색 미스 등 많은 하자가 있던 제품이였습니다.	5
야자수,축구공,파라솔 3개 샀는데 파라솔은 안좋아요. 바람도 잘 안들어가고 파라솔이 빳빳하게 안서요.	"댓글보고 구입했는데 완전 속았네요 기스난 부분에 페인트만 지워지고 작은기스조차도 지워지지 않네여 혹시나 해서 엄청 문질렀지만 ..ㅉㅉ 팔만 ""빠지는줄 알았네요 저는 어째든 한개도 않지워졌어요 사기당한 느낌입니다 ㅠㅠ"	5
32GB라면서 왜 29GB임? 3GB는 밥 해드심?	물빠짐 너무심하네요 다 버렸어요	5
비싸게 사서 뭘 먹었는지 모르겠습니다. 상품 최악입니다.	물건이 없어서 받지못햇네요.딴걸루 바꿔주신다햇으니깐 다음에물건잇음 꼭시킬께요	5
배를 덮어주는게아니라 자꾸흘러내리네요 10킬로아가인데	생각보다 사이즈가 작게나와 깜짝놀람요. XL를 시켰는데 M사이즈 정도 되는거 같아요. 사이즈표 확인 잘 해보고 구입하시길..	5
역시 싼게 이유가 있었네요.. 짝퉁인데.. 음질은 계속 웅웅 거려서 잘듣지도 못하겠네요	잔 바닥이 비뚤어진거로 보내줌~	5
연무기최악 기분이 아직도안좋다	생각보다 핏이 별로인듯	5
두말하지 않고 크기가 생각보다 너무 작습니다 소주잔보다 작네요 이것이 진정 대짜입니까???소짜 중짜도 아닌 대짜라니요?속은 기분입니다!!!	맛이 없어요. 냄새도 나요.	5
장식용 실이 너무 잘 풀려요 하루를 못 버팁니다 신중하게 생각하고 구매하세요	민감피부인데 피부다뒤집어지고 트러블이더나서... 발림성과촉촉함은조아요	5
붙는면이 상하좌우 끝부분입니다. 시간이 지나면서 좌우 끝부분이 들뜹니다. 그 사이로 먼지가 들어가면서 강화필르의 생명은 끝이 납니다.	껍질이너무질겻어오ㅜㅜ세개나시켯는데두개는 아직도보관중입니다ㅜ	5
수납이 많은데 많이 들어가지 않아요~~ 어깨끈도 불편해요	생각보다 귀안이 안보입니다 ~	5
재구매 미흡한부분이 있는거같아요	배송느림. 환불 불가.	5
가방 만들려고 구입을했는데 실이 영ㅡ아니라고 엄마한테 욕을 태바가지 들었습니다 휴ㅡ돈은 10만원 넘게 구매했는데	오른버튼 스위치가 불량인지 손가락만 살짝 올려도 눌려버림	5
작동이 안돼서 돈만 날렸습니다	눈이 너무 시려요 ... 그래서 버렸어요	5
아무리 비가와도 아기가 쓰는 기저귄데 이렇게 젖어서 쓰레기버리듯이 문앞에 던져두고가는건아닌거같네요	재구매 먼저 샀던 건 변색 없이 잘 착용하고 다니다 2개나 재구매 했는데 재구매한 2개는 금방 색이 변색 되엇는데 교환도 안 된다 하시고 그냥 버렷네요 ㅠㅠ	5
동전통이 넘 시끄럽고 암튼 별로에요 플라스틱재질이라 약하고 시끄럽네요	외장하드가 작동 안하네요 환불 교환처리 귀찮아서 못했어요 지인걸로 해보면 작동되는데;; 케이블 불량이에요	5
부서진 제품받고 빠른 교환 받아서 감사합니다 근데 부서진 제품 보니까 완전 잘 부서지게 프레임 속이 관형식으로 되었더라구요 라켓 떨구면 바로 부서질듯합니다 구매시 참고바랍니다	앞에 그림이 한번 빠니깐 바로 떨어졌어요	5
재구매 상추가안좋와요재구매재구매인데실마이요	옷걸이깨져서옴ㅡㅡ 확인도안하고보내시나요?	5
컴퓨터랑 연결이 아예안되네요 ?	그냥그럽니다.다시는.	5
1개 구매잘못 결제했는데 구매취소했는데 취소도안해주고	재구매 3년넘게 쓰고있는데 최근들어 옆이 찢어지는 문제가 발생.. 문의하니 사진 보내라고 해서 보냈는데 그 이후로 답 없음	5
종이갖고 장난해놓은것같아요ㅡㅡ	가격 편차가 너무 심해요~ 구매내역 들어가서 클릭했더니 발광 안되는 제품이 만원이나 싸요 지금은 재고가 없어서 재고 떨이 한다고 해도 너무하네요~ 제가 사고 다시 들어갔을때는 지금 보다 재고는 충분했습니다.	5
엇? 생각했던 것과 디자인만 일치하고 나머지 부분에서는 내가 이걸왜? 했네요ㅠ	롱라이너가 생각보다 짧았고 광고에 있는사은품도 오지않았어요	5
아진짜 돈아까워설탕 들어있는 영양제 첨봄 여러분 참고하세요 ㅠㅜ	재구매 Gfeefghutewedcvv reee	5
너무 퍼래요 . 눈아픕니다 화면색상 맞춰봐도 퍼런기가 있어 눈이아프고 테두리는 흰색상이 녹아내려요	작업장에서 이불을 신발 신은 채로 밟고 다니시나봐요. 패드 여기저기 신발 발자국이 찍혀있는 채로 왔어요. 일단 세탁 맡겼는데, 이불 사용할 사람으로서 굉장히 기분이 안좋네요.	5
안죽어여 못잡아여 방치중	모기장은 잘 쓸일이 없네요 더운데 밖에 나갈닐이 앖어요	5
직구한거랑 완전 다릅니다. 일단 한국사람들을 위해 화한 향을 첨가한것 같은데 리스테린 성분이 독했다거나 안맞으신 분들 이것도 마찬가지 입니다. 화장실 바닥 세척용으로 씁니다.	촉촉해요 세정이 필링이나 클렌징이 되는건 잘 모르겠어요	5
첫세탁하고도 원단이 피는 느낌이라 좀 그랬는데 입을때마다 옷이 저렴해보이는느낌 내복은 내복 브랜드에서 사는걸로해야겠어요 가랑이부분도몇번입었는데 터질려고하고 바느질안쪽 마감도... 요즘 잘안입어요 두개샀는데 꽁꼬떼는 담부터 걸러야할듯해요	치즈가 엄청 짜고 찢어지는게아니라 뚝뚝 끊기는 느낌??푸석 푸석한 느낌이에요	5
한번 사용 후에 이상하게 지독한 실리콘냄새가 나서 아무리 여러 방법을 써봐도 안 없어져서 과감하게 버렸어요 정말 실망했어요ㅠ	병원가셔서 체질이나 모발등 살펴보고 본인에게 맞는걸 사용 해아 살것같습니다.무작정 구매해서 나용해보니..저랑은 안맞는가봐요.머리가더빠진듯..	5
3개중에 1개가 불량이네요	ㅠㅠ큰건줄 알고 샀는데 다 작아 ㅠㅠ	5
홈 파인게 작아서 잘 빠지고 내경 자체가 작아 원하는 부위에 착용하기 여러움 결론은 착용 불가	반품하고 싶은데요~~~	5
후기에 같은 컬러 주문해도 조금씩 컬러가 다르다 해서 같은 컬러로 보내달라고 전화로 부탁드렸는데 결국 조금씩 다른 컬러가 도착했네요 이미 붙여서 어쩔수 없이 그냥 씁니다 ㅜㅜ	별로에요 수저도 찌꺼기 그대로 붙어있고 이상한 세제냄새가 그릇에 그대로... 식세기세제 이것저것 써봤지만 이렇게 안닦이는건 처음입니다...	5
기대보다그냥그랬어요	무난합니다.. 깔끔	5
재구매 나와있는것보다 작아서 낭비됐어요	왜 이거쓰니까 좁쌀이 날까요? .이거 장품맞나요?	5
